startphrase,ending1,ending2,labels,valid,qid
The wild has the beauty of a mole,The wild is attractive and eye catching,The wild is small and boring looking,1,1,1636
These chips have the crunch of an uncooked bowl of ramen,The chips are super crunchy,They lack any crunch,0,1,1637
These chips have the crunch of an overcooked bowl of ramen,The chips are super crunchy,They lack any crunch,1,1,1637
The story was as sad as a funeral,The story was sad,The story was fun and happy.,0,1,1638
The story was as sad as a party,The story was sad,The story was fun and happy.,1,1,1638
The fish was as big as an ox,The fish was large,The fish was small,0,1,1639
The fish was as big as a pebble,The fish was large,The fish was small,1,1,1639
The pizza tastes like a cardboard box,The pizza is stale.,The pizza is delicious.,0,1,1641
The pizza tastes like a Thanksgiving dinner,The pizza is stale.,The pizza is delicious.,1,1,1641
That person has the strength of a gorilla,The person is strong.,The person is weak.,0,1,1642
That person has the strength of a cotton ball,The person is strong.,The person is weak.,1,1,1642
She has the personality of a cookie,She is friendly.,She is mean.,0,1,1643
She has the personality of a crocodile,She is friendly.,She is mean.,1,1,1643
His stomach was as loud as thunder,His stomach was loud,His stomach was quiet,0,1,1647
His stomach was as loud as a moment of silence,His stomach was loud,His stomach was quiet,1,1,1647
The dish is as tasty as a pair of gym shorts,The meal is disgusting.,The meal is delicious.,0,1,1651
The dish is as tasty as a Michelin starred meal,The meal is disgusting.,The meal is delicious.,1,1,1651
She is a California Wildfire.,She is destructive.,She is helpful.,0,1,1653
She is a Sunday rain.,She is destructive.,She is helpful.,1,1,1653
He has the hearing of a vampire bat,He has good hearing,His hearing is very poor,0,1,1656
He has the hearing of a fossilized earthworm,He has good hearing,His hearing is very poor,1,1,1656
The book had the sophistication of a knock-knock joke,The book is simplistic,The book has depth,0,1,1658
The book had the sophistication of a poem by Keats,The book is simplistic,The book has depth,1,1,1658
The argument is as clear as pea soup,The argument is not clear,The argument is very clear,0,1,1659
The argument is as clear as a drop of water,The argument is not clear,The argument is very clear,1,1,1659
He divorced his wife because she became a mountain,He divorced his wife because she became stagnant and uninteresting.,He divorced his wife because she became very busy,0,1,1664
He divorced his wife because she became a drilling machine,He divorced his wife because she became stagnant and uninteresting.,He divorced his wife because she became very busy,1,1,1664
The homework assignment caught my attention as much as a billboard sign,The homework assignment commanded my attention.,The homework assignment didn't catch my attention at all.,0,1,1666
The homework assignment caught my attention as much as a paperclip,The homework assignment commanded my attention.,The homework assignment didn't catch my attention at all.,1,1,1666
My teacher's lecture was as engaging as a breaking news clip,My teacher's lecture really interested me.,My teacher's lecture was very boring.,0,1,1667
My teacher's lecture was as engaging as a toothpaste commercial,My teacher's lecture really interested me.,My teacher's lecture was very boring.,1,1,1667
He played poker like A drunken sailor,He is a poor poker player,He is a great poker player,0,1,1669
He played poker like A computerized expert,He is a poor poker player,He is a great poker player,1,1,1669
They are as excited as roaches near a pie,they are hyped,they don't care,0,1,1672
They are as excited as dead lizards,they are hyped,they don't care,1,1,1672
Love is as soft as a feather.,Love is gentle.,Love is harsh and hurtful.,0,1,1674
Love is as hard as a car crash.,Love is gentle.,Love is harsh and hurtful.,1,1,1674
This blanket is as insulating as a wet tissue.,The blanket does not keep me warm.,The blanket keeps me very warm.,0,1,1677
This blanket is as insulating as an Alaskan snowsuit.,The blanket does not keep me warm.,The blanket keeps me very warm.,1,1,1677
The girl's personality was as bitter as winter melon,The girl's personality was very bitter.,The girl's personality wasn't bitter at all.,0,1,1681
The girl's personality was as bitter as vanilla ice cream,The girl's personality was very bitter.,The girl's personality wasn't bitter at all.,1,1,1681
Love has the ability to make your life into a choose your own adventure novel,Love can make life fun,love can make life torturous,0,1,1683
Love has the ability to make your life into Dante's Inferno,Love can make life fun,love can make life torturous,1,1,1683
"For him, she was gravity itself.",She keeps him grounded.,She keeps him free.,0,1,1688
"For him, she was a rocket ship.",She keeps him grounded.,She keeps him free.,1,1,1688
The decorations in her house were a window into her mind.,The decorations allow you to see into her.,The decorations obscure her true self.,0,1,1690
The decorations in her house were a smokescreen in front of her mind.,The decorations allow you to see into her.,The decorations obscure her true self.,1,1,1690
My love has the strength of a million elephants.,My love is unbreakable.,My love is weak.,0,1,1691
My love has the strength of a wet piece of spaghetti.,My love is unbreakable.,My love is weak.,1,1,1691
She smelled as sweet as a fresh vanilla cake pulled from the oven.,She smelled wonderfully.,She smelled horribly.,0,1,1693
She smelled as sweet as cow dung and looked twice as bad.,She smelled wonderfully.,She smelled horribly.,1,1,1693
The music is a soothing as a screaming kid,The music is not calming,The music is very calming,0,1,1697
The music is a soothing as a hot bath,The music is not calming,The music is very calming,1,1,1697
This internet speed is as fast as a cheetah,The internet is very fast,The internet is painfully slow,0,1,1698
This internet speed is as fast as a snail riding a turtle,The internet is very fast,The internet is painfully slow,1,1,1698
The route was as straight as a fired bullet,The route followed a straight line.,The route wasn't straight at all.,0,1,1699
The route was as straight as a Merry-Go-Round.,The route followed a straight line.,The route wasn't straight at all.,1,1,1699
Her stomach is the size of a pin,Her stomach is very small.,Her stomach is very large.,0,1,1701
Her stomach is the size of a swimming pool,Her stomach is very small.,Her stomach is very large.,1,1,1701
That woman is a kangaroo.,She has a ton of energy.,She doesn't have much energy.,0,1,1703
That woman is a a slug.,She has a ton of energy.,She doesn't have much energy.,1,1,1703
The knife was as sharp as a Samurai sword,The knife was very sharp.,The knife wasn't sharp at all.,0,1,1707
The knife was as sharp as a plastic spoon,The knife was very sharp.,The knife wasn't sharp at all.,1,1,1707
Her idea was like a joke,Her idea was ridiculous,Her idea was refreshing,0,1,1708
Her idea was like a breath of fresh air,Her idea was ridiculous,Her idea was refreshing,1,1,1708
Walking through the snow was like going through concrete,The snow was heavy,The snow was light and airy,0,1,1709
Walking through the snow was like stepping in fresh powder,The snow was heavy,The snow was light and airy,1,1,1709
His dog was like a bull in a china shop,The dog was knocking things over,The dog was very well behaved,0,1,1710
His dog was like a disciplined child,The dog was knocking things over,The dog was very well behaved,1,1,1710
The girl's personality was like a cactus,The girl had a difficult personality.,The girl had a sweet personality.,0,1,1712
The girl's personality was like a rose,The girl had a difficult personality.,The girl had a sweet personality.,1,1,1712
This knife is as sharp as an unused guillotine,It's very sharp,It's not sharp at all,0,1,1713
This knife is as sharp as a newborn baby,It's very sharp,It's not sharp at all,1,1,1713
He's got as many ideas as Albert Einstein.,He has a lot of ideas.,He doesn't have a lot of ideas.,0,1,1715
He's got as many ideas as a bowl of Jell-O.,He has a lot of ideas.,He doesn't have a lot of ideas.,1,1,1715
He's as serious as a cancer diagnosis.,He's very serious.,He's not very serious.,0,1,1717
He's as serious as a guinea pig.,He's very serious.,He's not very serious.,1,1,1717
You're as sharp as a knife,You're sharp,You're dull,0,1,1718
You're as sharp as a rock,You're sharp,You're dull,1,1,1718
She was as beautiful as a blobfish,She was ugly.,She was pretty.,0,1,1721
She was as beautiful as a majestic unicorn,She was ugly.,She was pretty.,1,1,1721
His thought process was as straight forward as a plate of spaghetti,His thought process is confusing.,His thought process is clear.,0,1,1722
His thought process was as straight forward as a yard stick,His thought process is confusing.,His thought process is clear.,1,1,1722
Owning a cat is like being a servant.,Owning a cat is demanding.,Owning a cat is like having to protect your possessions.,0,1,1724
Owning a cat is like being a security guard.,Owning a cat is demanding.,Owning a cat is like having to protect your possessions.,1,1,1724
"Adjusting for inflation, the money was valuable as diamonds",The money is valuable.,The money is worthless.,0,1,1730
"Adjusting for inflation, the money was valuable as garbage",The money is valuable.,The money is worthless.,1,1,1730
Her love was a seedling,Her love was growing,Her love was dying,0,1,1734
Her love was a rotting apple,Her love was growing,Her love was dying,1,1,1734
The girl is as easy to see through as a bowl of grape jelly,The girl is hard to figure out.,The girl is easy to read.,0,1,1736
The girl is as easy to see through as a windowpane,The girl is hard to figure out.,The girl is easy to read.,1,1,1736
His gaze is like granite,"His gaze is cold, unmoving",His gaze is warm and friendly,0,1,1740
His gaze is like a teddy bear,"His gaze is cold, unmoving",His gaze is warm and friendly,1,1,1740
She entered the room like a snake.,She entered sneakily.,She crashed her way in.,0,1,1742
She entered the room like an elephant.,She entered sneakily.,She crashed her way in.,1,1,1742
The test was a walk in the park.,The test was easy.,The test was hard.,0,1,1743
The test was black death.,The test was easy.,The test was hard.,1,1,1743
The cake was as hard as a rock.,The cake was hard.,The cake was light.,0,1,1744
The cake was as light as a feather.,The cake was hard.,The cake was light.,1,1,1744
Her gaze pierced your soul like a sharp sword.,She could look right through you.,She only sees the outside of a person.,0,1,1746
Her gaze pierced your soul like piece of salami.,She could look right through you.,She only sees the outside of a person.,1,1,1746
The argument has the sting of a violent war,The argument was biting,The argument was weak,0,1,1747
The argument has the sting of a marshmallow fortress,The argument was biting,The argument was weak,1,1,1747
The girl has the beauty of the Mona Lisa,The girl is beautiful.,The girl is ugly.,0,1,1750
The girl has the beauty of a trash can,The girl is beautiful.,The girl is ugly.,1,1,1750
The weather outside has the temperature of a volcano,The weather outside is very hot.,The weather outside is very cold.,0,1,1751
The weather outside has the temperature of the arctic,The weather outside is very hot.,The weather outside is very cold.,1,1,1751
The argument is as well written as Twilight,The argument is written badly,The argument is written well,0,1,1752
The argument is as well written as The Great Gatsby,The argument is written badly,The argument is written well,1,1,1752
The girl's lips are as loose as a virgin,The girl keeps secrets well.,The girl can't keep a secret.,0,1,1759
The girl's lips are as loose as a prostitute,The girl keeps secrets well.,The girl can't keep a secret.,1,1,1759
The document is as official as a government treaty,The document has a lot of formalities.,The document isn't official at all.,0,1,1760
The document is as official as some writing on a napkin,The document has a lot of formalities.,The document isn't official at all.,1,1,1760
The argument appears as a crystal clear spring,The argument makes sense,The argument is senseless,0,1,1761
The argument appears as a muddy rut,The argument makes sense,The argument is senseless,1,1,1761
The gamer was a god.,The gamer has exceptional skills and impressive powers and abilities in the game.,"The gamer was new, not execeptional,  and below average.",0,1,1764
The gamer was a peon.,The gamer has exceptional skills and impressive powers and abilities in the game.,"The gamer was new, not execeptional,  and below average.",1,1,1764
The lawyer is A pig,The lawyer is lazy,The lawyer guides his client very well in the lawsuit,0,1,1769
The lawyer is A lighthouse for his client,The lawyer is lazy,The lawyer guides his client very well in the lawsuit,1,1,1769
This car is faster than a speeding bullet,The car is ridiculously fast,The car is not fast at all,0,1,1773
This car is faster than a snail,The car is ridiculously fast,The car is not fast at all,1,1,1773
The car hit the rail like A bowling ball hitting pins,The car hit hard,The car hit softly,0,1,1776
The car hit the rail like A feather landing,The car hit hard,The car hit softly,1,1,1776
The food was served at a temperature that was A fiery inferno,The food was hot,The food was cold,0,1,1777
The food was served at a temperature that was A block of ice,The food was hot,The food was cold,1,1,1777
She runs like a rocket,She runs and sprints very fast.,She runs in a very slow and labored pace.,0,1,1785
She runs like a slug,She runs and sprints very fast.,She runs in a very slow and labored pace.,1,1,1785
The teacher said that the student had the brain of A gnat,The student is dumb,The student is smart,0,1,1787
The teacher said that the student had the brain of A rocket scientist,The student is dumb,The student is smart,1,1,1787
The book had a plot that many would find as Boring as watching paint dry,The book is boring,The book is exciting,0,1,1789
The book had a plot that many would find as Exciting as a three-ring circus,The book is boring,The book is exciting,1,1,1789
The family was as friendly as a pack of wolves,The family was very mean.,The family was very friendly.,0,1,1791
The family was as friendly as a greeter at Disneyland,The family was very mean.,The family was very friendly.,1,1,1791
She is as fast as light coming out of the big bang,She is fast,She is slow,0,1,1795
She is as fast as my grandma trying to walk on water,She is fast,She is slow,1,1,1795
Time is as precious as a piece of gold,Time is very important,Time can be thrown away,0,1,1799
Time is as precious as a piece of garbage,Time is very important,Time can be thrown away,1,1,1799
The milk was a cold as as a warm blanket,The milk was not cold at all,The milk was very cold,0,1,1801
The milk was a cold as as an icicle in a snowstorm,The milk was not cold at all,The milk was very cold,1,1,1801
The group drinking at the bar was as loud as a butterfly landing on a flower,The group was very quiet,The group was very loud,0,1,1803
The group drinking at the bar was as loud as a dump truck picking up broken glass,The group was very quiet,The group was very loud,1,1,1803
The train was a fast as a New York Minute,The train was very fast,The train was very slow,0,1,1804
The train was a fast as a 80 year old,The train was very fast,The train was very slow,1,1,1804
The professor's argument had the clarity of a crystal glass,"The argument is very clear, easy to see, almost transparent","The argument is impenetrable, hard to see, not clear.",0,1,1806
The professor's argument had the clarity of a marine fog,"The argument is very clear, easy to see, almost transparent","The argument is impenetrable, hard to see, not clear.",1,1,1806
The fortress was as solid as the deepest earthen bedrock,"The fortress is strong, durable, and hard.","The fortress is flimsy, fragile, and weak.",0,1,1807
The fortress was as solid as a tattered mosquito netting,"The fortress is strong, durable, and hard.","The fortress is flimsy, fragile, and weak.",1,1,1807
The dancer had the grace of an elephant.,The dancer was clumsy,The dancer was light on her feet.,0,1,1810
The dancer had the grace of a buttefly in flight.,The dancer was clumsy,The dancer was light on her feet.,1,1,1810
The argument was World War 3,The argument was huge.,The argument was insignificant.,0,1,1812
The argument was a hiccup,The argument was huge.,The argument was insignificant.,1,1,1812
The headlight was as bright as a sun,The headlight was very bright.,the headlight was very dim.,0,1,1818
The headlight was as bright as a dim candle,The headlight was very bright.,the headlight was very dim.,1,1,1818
The book has the pace of a glacier,The book is very slow.,The book is fast paced.,0,1,1820
The book has the pace of a raging storm,The book is very slow.,The book is fast paced.,1,1,1820
