startphrase,ending1,ending2,labels,valid,qid,index
In his heart he felt the hallow depths of cave,He felt passionate,He felt sad,1,1,395,
It was as easy as leading a horse to water,It was relatively easy,It was not easy,0,1,396,
It was as easy as herding cats into a swimming pool,It was relatively easy,It was not easy,1,1,396,
The movie had the budget of a gold mine.,The movie was very well-funded.,The movie had practically no funding at all.,0,1,400,
The movie had the budget of a shoestring.,The movie was very well-funded.,The movie had practically no funding at all.,1,1,400,
The glass is as strong as an oak tree,the glass is sturdy,the glass is weak,0,1,402,
The glass is as strong as tissue paper,the glass is sturdy,the glass is weak,1,1,402,
The sculptor's work was as creative as buttered bread,The sculptor's work was really overdone.,The sculptor's work was very innovative.,0,1,406,
The sculptor's work was as creative as sea urchin guacamole tacos,The sculptor's work was really overdone.,The sculptor's work was very innovative.,1,1,406,
Our internet speed is as fast as a tiger,Our internet speed is very fast,Our internet speed is very slow,0,1,409,
Our internet speed is as fast as a snail,Our internet speed is very fast,Our internet speed is very slow,1,1,409,
The clone had the identicality of two files in a computer after hitting copy/paste,The clone is identical,The clone isn't identical,0,1,411,
The clone had the identicality of two half-siblings born decades apart,The clone is identical,The clone isn't identical,1,1,411,
The classroom was like a freezer,The classroom was really cold.,The classroom was really hot.,0,1,415,
The classroom was like an oven,The classroom was really cold.,The classroom was really hot.,1,1,415,
The band plays like a giraffe calf.,The band plays like clumsy beginners.,The band plays with great precision.,0,1,418,
The band plays like a neurosurgeon.,The band plays like clumsy beginners.,The band plays with great precision.,1,1,418,
The politician's values are as sincere as that complement you just got from the used car salesperson.,The values are insincere.,The values change position often and quickly.,0,1,420,
The politician's values are as firmly held a tumbleweed in a storm.,The values are insincere.,The values change position often and quickly.,1,1,420,
His values are like the tides,His values are constantly changing,His values are set and predictable,0,1,426,
His values are like the sun rising in the east and setting in the west,His values are constantly changing,His values are set and predictable,1,1,426,
This cartoon is as violent as Normandy,The cartoon is violent,The cartoon is innocent and unoffending,0,1,427,
This cartoon is as violent as a kindergarten play,The cartoon is violent,The cartoon is innocent and unoffending,1,1,427,
She was loud like a cat.,She was very loud.,She was very quiet.,0,1,428,
She was loud like a sloth.,She was very loud.,She was very quiet.,1,1,428,
They were as close as politicians.,The weren't close at all.,They were very close.,0,1,430,
They were as close as churchgoers.,The weren't close at all.,They were very close.,1,1,430,
Her style was Harvard,Her style was advanced,Her style was underdeveloped,0,1,436,
Her style was Kindergarten,Her style was advanced,Her style was underdeveloped,1,1,436,
This book is as riveting as watching grass grow,The book is boring and uneventful,The book is over stimulating,0,1,438,
This book is as riveting as watching a circus,The book is boring and uneventful,The book is over stimulating,1,1,438,
The image had the beauty of an angel.,The image was beautiful.,The image was hideous.,0,1,443,
The image had the beauty of a garbage can.,The image was beautiful.,The image was hideous.,1,1,443,
The dinner tasted like bliss.,The dinner tasted good.,The dinner tasted horrible.,0,1,444,
The dinner tasted like death.,The dinner tasted good.,The dinner tasted horrible.,1,1,444,
Her knowledge was as vast as the universe,She had much knowledge,She had little knowledge,0,1,450,
Her knowledge was as vast as a broom closet,She had much knowledge,She had little knowledge,1,1,450,
Her mind was as clear as a foggy marsh,Her mind was confused,Her mind was sharp,0,1,451,
Her mind was as clear as a sunny day in May,Her mind was confused,Her mind was sharp,1,1,451,
The classroom was a firestorm,The classroom was in chaos.,The classroom was orderly.,0,1,452,
The classroom was a military training,The classroom was in chaos.,The classroom was orderly.,1,1,452,
"After the woman talked to him, the man's ego was a pancake",The man's ego shrank.,The man's ego grew.,0,1,454,
"After the woman talked to him, the man's ego was a balloon",The man's ego shrank.,The man's ego grew.,1,1,454,
She had a butt like two bulldogs fighting in a burlap sack,Her butt was fat and round,Her butt was flat and uninteresting,0,1,455,
She had a butt like a stack of office paper,Her butt was fat and round,Her butt was flat and uninteresting,1,1,455,
Watching that TV show was like going to the dentist,Watching the TV show was boring and painful,Watching the TV show was so good it was an almost otherworldly experience,0,1,456,
Watching that TV show was like sitting in on a Ted talk by God himself,Watching the TV show was boring and painful,Watching the TV show was so good it was an almost otherworldly experience,1,1,456,
The air was as fresh as a flower,The air smelled fresh.,The air smelled horrible.,0,1,467,
The air was as fresh as a landfill,The air smelled fresh.,The air smelled horrible.,1,1,467,
you are as bright as the night,You are dumb,You are smart,0,1,471,
you are as bright a star,You are dumb,You are smart,1,1,471,
The dress fits as well as a condom,The dress fits well.,The dress fits terribly.,0,1,474,
The dress fits as well as sweatpants,The dress fits well.,The dress fits terribly.,1,1,474,
The air in the town often has the fragrance of An open sewer,The air in the town smelled bad,The air in the town smelled good,0,1,475,
The air in the town often has the fragrance of A field of flowers,The air in the town smelled bad,The air in the town smelled good,1,1,475,
The oil inventory in the store rang of A struggling business,The oil inventory was sparse,The oil inventory was plentiful,0,1,476,
The oil inventory in the store rang of A business in the land of plenty,The oil inventory was sparse,The oil inventory was plentiful,1,1,476,
The portrayal of the historic figure in the play was As fake as a three-dollar bill,The portrayal of the historic figure is phony,The portrayal of the historic figure is well done,0,1,477,
The portrayal of the historic figure in the play was As solid as a brick wall,The portrayal of the historic figure is phony,The portrayal of the historic figure is well done,1,1,477,
It has the lifespan of a Jurupa Oak tree clone,It lives for a long time,It doesn't have long to live,0,1,478,
It has the lifespan of a drunkard on a busy highway,It lives for a long time,It doesn't have long to live,1,1,478,
The shampoo has the moisturizing power of a lotion made by Poseidon,It moisturizes very well,It doesn't moisturize well,0,1,479,
The shampoo has the moisturizing power of a desert horned lizard,It moisturizes very well,It doesn't moisturize well,1,1,479,
The goat had the drowsiness of a sloth after downing a bottle of melatonin,The goat was very drowsy,The goat was wide awake and alert,0,1,480,
The goat had the drowsiness of a robber during a home invasion,The goat was very drowsy,The goat was wide awake and alert,1,1,480,
Her hair was her armor,Her hair made her feel confident.,Her hair made her feel insecure.,0,1,481,
Her hair was her Achilles heel.,Her hair made her feel confident.,Her hair made her feel insecure.,1,1,481,
The roadtrip was an all out assault.,The roadtrip was extremely stressful,The roadtrip was relaxing.,0,1,483,
The roadtrip was a massage on wheels.,The roadtrip was extremely stressful,The roadtrip was relaxing.,1,1,483,
The man had the presence of a tower,The man was noticeable and had lots of presence.,"The man was unnoticed, and lacked presence.",0,1,489,
The man had the presence of a mouse,The man was noticeable and had lots of presence.,"The man was unnoticed, and lacked presence.",1,1,489,
Her passion for school was a fire,She had a lot of passion for school,She had very little passion for school,0,1,490,
Her passion for school was a drip,She had a lot of passion for school,She had very little passion for school,1,1,490,
The chemical burn was the size of Texas,The burn was big,The burn was tiny,0,1,491,
The chemical burn was the size of a flea,The burn was big,The burn was tiny,1,1,491,
His test questions had the difficulty of string theory,The questions were hard,The questions were easy,0,1,492,
His test questions had the difficulty of the ABC's,The questions were hard,The questions were easy,1,1,492,
The movie was as predictable as a hungry baby crying,The movie could be totally predicted.,The movie couldn't be predicted at all.,0,1,493,
The movie was as predictable as San Francisco's weather,The movie could be totally predicted.,The movie couldn't be predicted at all.,1,1,493,
The girl gets as much attention as a diamond ring,The girl gets showered with attention.,The girl doesn't get any attention at all.,0,1,494,
The girl gets as much attention as a paper bag,The girl gets showered with attention.,The girl doesn't get any attention at all.,1,1,494,
The girl's friends were as flaky as pie crust,The girl's friends were unreliable.,The girl's friends were totally reliable.,0,1,495,
The girl's friends were as flaky as a bar of iron,The girl's friends were unreliable.,The girl's friends were totally reliable.,1,1,495,
