HITId,AssignmentId,startphrase,ending1,ending2,labels,valid,qid
3UOMW19E6DGG6KLVO1MWIIE159F5C2,39ZSFO5CA96NMXFAPWGS1IF0S0VUJZ,The wrinkle cream is a purring kitten.,The wrinkle cream is disgusting.,The wrinkle cream is pleasant.,1,1,157
3UOMW19E6DGG6KLVO1MWIIE159F5C2,3VHP9MDGROUBV1CEKF47SE12ST6CF3,She was gleaming like headlights,she was bright,she was dark,0,1,163
3UOMW19E6DGG6KLVO1MWIIE159F5C2,3VHP9MDGROUBV1CEKF47SE12ST6CF3,She was gleaming like midnight,she was bright,she was dark,1,1,163
356TQKY9XF7THL91VILOEGWE6OP78D,308XBLVESJEPOMPHXA86YJ93DWHRB6,This sand is as coarse as a silkworm's thread,It's not coarse at all,It's very rough,0,1,175
356TQKY9XF7THL91VILOEGWE6OP78D,308XBLVESJEPOMPHXA86YJ93DWHRB6,This sand is as coarse as the discourse at a Thanksgiving dinner,It's not coarse at all,It's very rough,1,1,175
356TQKY9XF7THL91VILOEGWE6OP78D,308XBLVESJEPOMPHXA86YJ93DWHRB6,The pool has the wetness of the planet Kamino,It's very wet,It's very dry,0,1,176
356TQKY9XF7THL91VILOEGWE6OP78D,308XBLVESJEPOMPHXA86YJ93DWHRB6,The pool has the wetness of the planet Tatooine,It's very wet,It's very dry,1,1,176
356TQKY9XF7THL91VILOEGWE6OP78D,3U5JL4WY5LJP0JQKRU4BFNPL4KR4XD,Quitting the job was as satisfying as an ice cream cone on a summer day,Quitting the job was totally satisfying.,Quitting the job gave no satisfaction.,0,1,180
356TQKY9XF7THL91VILOEGWE6OP78D,3U5JL4WY5LJP0JQKRU4BFNPL4KR4XD,Quitting the job was as satisfying as a prickly rose bush,Quitting the job was totally satisfying.,Quitting the job gave no satisfaction.,1,1,180
356TQKY9XF7THL91VILOEGWE6OP78D,3TS1AR6UQRO5JKHITYWWCS9ORKA7F4,The music has the sound of a jackhammer,The music is loud,The music is soft,0,1,181
356TQKY9XF7THL91VILOEGWE6OP78D,3TS1AR6UQRO5JKHITYWWCS9ORKA7F4,The music has the sound of a baby bird,The music is loud,The music is soft,1,1,181
356TQKY9XF7THL91VILOEGWE6OP78D,3TS1AR6UQRO5JKHITYWWCS9ORKA7F4,The jacket has the feeling of sandpaper,The jacket is rough,The jacket is smooth,0,1,182
356TQKY9XF7THL91VILOEGWE6OP78D,3TS1AR6UQRO5JKHITYWWCS9ORKA7F4,The jacket has the feeling of butter,The jacket is rough,The jacket is smooth,1,1,182
356TQKY9XF7THL91VILOEGWE6OP78D,3WR9XG3T64LVL4KT9H0DLOCX2XJ471,She was skilled like a scientist.,She was very skilled.,She was not at all skillful.,0,1,185
356TQKY9XF7THL91VILOEGWE6OP78D,3WR9XG3T64LVL4KT9H0DLOCX2XJ471,She was skilled like a bum.,She was very skilled.,She was not at all skillful.,1,1,185
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3907X2AHF1FAOW961PB6SV6KI8FP29,His vision was as cloudy as the sky during a hurricane,It is hard to see through,it is clear,0,1,190
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3907X2AHF1FAOW961PB6SV6KI8FP29,His vision was as cloudy as a glass of water,It is hard to see through,it is clear,1,1,190
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3907X2AHF1FAOW961PB6SV6KI8FP29,She is as clumsy as an octopus on roller skates,she is a klutz,she is careful,0,1,191
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3907X2AHF1FAOW961PB6SV6KI8FP29,She is as clumsy as a squirrel in a tree,she is a klutz,she is careful,1,1,191
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3EWIJTFFVPHZVVH2DORHFVE173VE0V,The teacher had all the charisma of a leader,The teacher was charismatic,The teacher was foolish,0,1,195
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3EWIJTFFVPHZVVH2DORHFVE173VE0V,The teacher had all the charisma of a clown,The teacher was charismatic,The teacher was foolish,1,1,195
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3LJ7UR74RINKOPCGPOH2HLYN26GN4B,The pie crust was as flaky as dandruff,The pie crust was totally flaky.,The pie crust was tough.,0,1,199
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3LJ7UR74RINKOPCGPOH2HLYN26GN4B,The pie crust was as flaky as a lead block,The pie crust was totally flaky.,The pie crust was tough.,1,1,199
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3LJ7UR74RINKOPCGPOH2HLYN26GN4B,The movie ending made as much sense as a pig in a pen,The movie ending made total sense.,The movie ending didn't make any sense.,0,1,200
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3LJ7UR74RINKOPCGPOH2HLYN26GN4B,The movie ending made as much sense as a fish on a mountain,The movie ending made total sense.,The movie ending didn't make any sense.,1,1,200
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3GM6G9ZBKO7YNS66SO3ACELFDGJMT4,The ski slope is a dimple.,The ski slope is easy.,The ski slope is difficult.,0,1,202
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3GM6G9ZBKO7YNS66SO3ACELFDGJMT4,The ski slope is Cyrano De Bergerac's nose.,The ski slope is easy.,The ski slope is difficult.,1,1,202
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3180JW2OT5M61IPVOV8KT6NKTOF5JF,She was as free as a bird.,She was very free.,She wasn't free at all.,0,1,204
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3180JW2OT5M61IPVOV8KT6NKTOF5JF,She was as free as a zoo animal.,She was very free.,She wasn't free at all.,1,1,204
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3180JW2OT5M61IPVOV8KT6NKTOF5JF,She was as entertaining as a lecture.,She wasn't entertaining.,She was very entertaining.,0,1,205
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3180JW2OT5M61IPVOV8KT6NKTOF5JF,She was as entertaining as a television show.,She wasn't entertaining.,She was very entertaining.,1,1,205
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,,Getting the whole school evacuated in a raging fire is as easy as counting ten pennies,Getting the whole school evacuated in a raging fire is simple.,Getting the whole school evacuated in a raging fire is nearly impossible,0,1,207
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3OLF68YTNABN2MFG018GMJBESWEFA9,Getting the whole school evacuated in a raging fire is as easy as climbing the Swiss Alps.,Getting the whole school evacuated in a raging fire is simple.,Getting the whole school evacuated in a raging fire is nearly impossible,1,1,207
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3OLF68YTNABN2MFG018GMJBESWEFA9,The building is as well constructed as the straw house  the pigs built that the wolf blew down,The building is falling apart,The building is 100% safe,0,1,208
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3OLF68YTNABN2MFG018GMJBESWEFA9,The building is as well constructed as The brick house the wolf could not blow doen,The building is falling apart,The building is 100% safe,1,1,208
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3OLF68YTNABN2MFG018GMJBESWEFA9,The head of our country is as smart as a a turkey,The head of our country is very dumb.,The head of our country is very smart.,0,1,209
33N1S8XHHMVUQVVMFS4SQQ252BW1ZF,3OLF68YTNABN2MFG018GMJBESWEFA9,The head of our country is as smart as an orangutang,The head of our country is very dumb.,The head of our country is very smart.,1,1,209
338431Z1FLP6KWGWBD8QGJDEM5MROY,3R5F3LQFV3UI970HBW75Q6B1TBQOZ5,The future is as bright as the sun,The future is bright,The future is not bright,0,1,211
338431Z1FLP6KWGWBD8QGJDEM5MROY,3R5F3LQFV3UI970HBW75Q6B1TBQOZ5,The future is as bright as ink,The future is bright,The future is not bright,1,1,211
338431Z1FLP6KWGWBD8QGJDEM5MROY,3A1PQ49WVIRBMUTMZ83NE3UO4A11H7,The cat had the fur of a Yeti,The cat was furry,The cat was not furry,0,1,215
338431Z1FLP6KWGWBD8QGJDEM5MROY,3A1PQ49WVIRBMUTMZ83NE3UO4A11H7,The cat had the fur of a baby's bottom,The cat was furry,The cat was not furry,1,1,215
338431Z1FLP6KWGWBD8QGJDEM5MROY,38SKSKU7R27O8W8AY03RYU4H2UZLI6,She thinks of herself as the mother of humanity.,She is self-righteous and entitled.,She is humble and respectful towards the different people.,0,1,223
338431Z1FLP6KWGWBD8QGJDEM5MROY,38SKSKU7R27O8W8AY03RYU4H2UZLI6,She thinks of herself as a particle of sand in the desert.,She is self-righteous and entitled.,She is humble and respectful towards the different people.,1,1,223
338431Z1FLP6KWGWBD8QGJDEM5MROY,3NG53N1RLWTLABBVH6K72MJN486P8B,He was as cautious as a mother with a newborn,he is careful,he is reckless,0,1,225
338431Z1FLP6KWGWBD8QGJDEM5MROY,3NG53N1RLWTLABBVH6K72MJN486P8B,He was as cautious as a drunk driver on the highway,he is careful,he is reckless,1,1,225
338431Z1FLP6KWGWBD8QGJDEM5MROY,3NG53N1RLWTLABBVH6K72MJN486P8B,The dog is as charming as a salesman,the dog is flattering,the dog is gross,0,1,226
338431Z1FLP6KWGWBD8QGJDEM5MROY,3NG53N1RLWTLABBVH6K72MJN486P8B,The dog is as charming as a sick racoon,the dog is flattering,the dog is gross,1,1,226
338431Z1FLP6KWGWBD8QGJDEM5MROY,3NG53N1RLWTLABBVH6K72MJN486P8B,The girl is as cheerful as a kid in a toy store,she is happy,she is sad,0,1,227
338431Z1FLP6KWGWBD8QGJDEM5MROY,3NG53N1RLWTLABBVH6K72MJN486P8B,The girl is as cheerful as a mom at a funeral,she is happy,she is sad,1,1,227
338431Z1FLP6KWGWBD8QGJDEM5MROY,3PJ71Z61R5CI7OB31WFV1MW0L1T19P,The bathroom has the space of Neptune's orbit around the sun,The bathroom is spacious,The bathroom is cramped,0,1,230
338431Z1FLP6KWGWBD8QGJDEM5MROY,3PJ71Z61R5CI7OB31WFV1MW0L1T19P,The bathroom has the space of an egg with a baby chicken in it,The bathroom is spacious,The bathroom is cramped,1,1,230
338431Z1FLP6KWGWBD8QGJDEM5MROY,3X65QVEQI1XXVTMA6Q75NR6MPPELC3,Her beauty is like the vaquita.,Her beauty is quite rare.,Her beauty is pretty common.,0,1,231
338431Z1FLP6KWGWBD8QGJDEM5MROY,3X65QVEQI1XXVTMA6Q75NR6MPPELC3,Her beauty is like the Peruvian anchoveta.,Her beauty is quite rare.,Her beauty is pretty common.,1,1,231
338431Z1FLP6KWGWBD8QGJDEM5MROY,3X65QVEQI1XXVTMA6Q75NR6MPPELC3,The boys are feeling like burrowing shrews today.,The boys are very active today.,The boys are moving sluggish today.,0,1,232
338431Z1FLP6KWGWBD8QGJDEM5MROY,3X65QVEQI1XXVTMA6Q75NR6MPPELC3,The boys are feeling like nurse sharks today.,The boys are very active today.,The boys are moving sluggish today.,1,1,232
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,34X6J5FLPU8VU48T8NWNRHIBPETQJS,The disease was as serious as a funeral,The disease was very serious,The disease was not serious,0,1,234
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,34X6J5FLPU8VU48T8NWNRHIBPETQJS,The disease was as serious as a hangnail,The disease was very serious,The disease was not serious,1,1,234
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,34X6J5FLPU8VU48T8NWNRHIBPETQJS,The doctor was dressed like Liberace,The doctor was dressed well,The doctor was dressed poorly,0,1,235
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,34X6J5FLPU8VU48T8NWNRHIBPETQJS,The doctor was dressed like a car repairman,The doctor was dressed well,The doctor was dressed poorly,1,1,235
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3I33IC7ZWGC31S34C6T920HPJLMA2J,The reporter has the charisma of a sloth,The reporter is boring,The report is over excited,0,1,236
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3I33IC7ZWGC31S34C6T920HPJLMA2J,The reporter has the charisma of a Jack Russel terrier,The reporter is boring,The report is over excited,1,1,236
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3I33IC7ZWGC31S34C6T920HPJLMA2J,The wood floor is as slippery as a piece of sand paper,The floor is not slippery at all,The floor is super slippery.,0,1,238
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3I33IC7ZWGC31S34C6T920HPJLMA2J,The wood floor is as slippery as a banana peel,The floor is not slippery at all,The floor is super slippery.,1,1,238
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3MMN5BL1W0ETOB8CD9XJU1HHJGE3MA,The reporter was so high he could hunt ducks with a rake,The reporter was under the influence of drugs,The reporter was not drugged at all.,0,1,239
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3MMN5BL1W0ETOB8CD9XJU1HHJGE3MA,The reporter was so high he could do differential equations with ease,The reporter was under the influence of drugs,The reporter was not drugged at all.,1,1,239
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3MMN5BL1W0ETOB8CD9XJU1HHJGE3MA,The gorilla tape was sticky like melted chocolate bars in a wrapper.,The tape was gooey and unwilling to release,The tape was dry and fluffy,0,1,240
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3MMN5BL1W0ETOB8CD9XJU1HHJGE3MA,The gorilla tape was sticky like dried mouse nest material.,The tape was gooey and unwilling to release,The tape was dry and fluffy,1,1,240
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3MMN5BL1W0ETOB8CD9XJU1HHJGE3MA,"Death, the harvester of souls, waited outside the door like a drooling dog sitting at the base of a tree waiting for a squirrel.",Death was patiently waiting,Death ran around in every direction simultaneously.,0,1,241
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3MMN5BL1W0ETOB8CD9XJU1HHJGE3MA,"Death, the harvester of souls, waited outside the door like a kindergarten class that ran out of Ritalin while in a puppy farm",Death was patiently waiting,Death ran around in every direction simultaneously.,1,1,241
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3X1FV8S5JY1D8AE9MG5U0RP3EEVGVC,"On the field, the soccer player was a tornado","On the field, the soccer player was very aggressive.","On the field, the soccer player wasn't very impactful.",0,1,242
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3X1FV8S5JY1D8AE9MG5U0RP3EEVGVC,"On the field, the soccer player was a light breeze","On the field, the soccer player was very aggressive.","On the field, the soccer player wasn't very impactful.",1,1,242
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3T111IHZ5F060TAKZQUA7DEDPW3R9L,The wine tasted of my lover's lips,The wine tasted great.,The wine tasted lousy.,0,1,246
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3T111IHZ5F060TAKZQUA7DEDPW3R9L,The wine tasted of old shoes,The wine tasted great.,The wine tasted lousy.,1,1,246
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,39LNWE0K4V6RRMV47EVSPH00FNZIU8,The effects of the disease on her body was an earthquake,The effects were devestating,The effects were minimal,0,1,249
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,39LNWE0K4V6RRMV47EVSPH00FNZIU8,The effects of the disease on her body was a raindrop,The effects were devestating,The effects were minimal,1,1,249
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3OVR4I9USQT5RMP85G9JLFTS7NXQ47,The article from the reporter has the insights of A first grader's primer,The article is shallow and lacks depth,The article is deep and meaningful,0,1,251
3K2CEDRACBBV088C2MY8OUPRFQ4MTR,3OVR4I9USQT5RMP85G9JLFTS7NXQ47,The article from the reporter has the insights of An expert journalist,The article is shallow and lacks depth,The article is deep and meaningful,1,1,251
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,3A9AA95ATXW2NTSTJ8D4Q29W2HH5PZ,Her cheeks were the color of a delicate rose,Her cheeks were pink,Her cheeks were white,0,1,258
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,3A9AA95ATXW2NTSTJ8D4Q29W2HH5PZ,Her cheeks were the color of chalk,Her cheeks were pink,Her cheeks were white,1,1,258
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,30IQTZXKALG81V8J8TH93KZ8N9XX0E,He's busy as a beaver,He's busy.,"He's lazy, not busy at all.",0,1,261
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,30IQTZXKALG81V8J8TH93KZ8N9XX0E,He's busy as a sloth,He's busy.,"He's lazy, not busy at all.",1,1,261
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,30IQTZXKALG81V8J8TH93KZ8N9XX0E,The book is as thick as a board,The book is thick.,The book is thin.,0,1,262
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,30IQTZXKALG81V8J8TH93KZ8N9XX0E,The book is as thick as piece of paper,The book is thick.,The book is thin.,1,1,262
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,34Q075JO1YN0BUNQ10W28BV7ITW011,The man has the build of Hercules,The man is very muscular.,The man doesn't have any muscles.,0,1,264
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,34Q075JO1YN0BUNQ10W28BV7ITW011,The man has the build of a third-grader,The man is very muscular.,The man doesn't have any muscles.,1,1,264
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,3LRKMWOKB6R420BCOY98JT8YS7O2Z9,The whale is as a mountain,The whale is enormous.,The whale is small.,0,1,266
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,3LRKMWOKB6R420BCOY98JT8YS7O2Z9,The whale is as a tadpole,The whale is enormous.,The whale is small.,1,1,266
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,3LRKMWOKB6R420BCOY98JT8YS7O2Z9,The computer is as fast as a fighter jet.,The computer is fast.,The computer is slow.,0,1,267
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,3LRKMWOKB6R420BCOY98JT8YS7O2Z9,The computer is as fast as a snail.,The computer is fast.,The computer is slow.,1,1,267
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,31EUONYN2WD10NV7AZI250Y550VOVG,He is as brave as a mouse,He is a coward,He is brave,0,1,269
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,31EUONYN2WD10NV7AZI250Y550VOVG,He is as brave as a lion,He is a coward,He is brave,1,1,269
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,34S6N1K2ZWTOC1XQSIL6YI322HXHLM,the dog was as friendly as a bunny,it was nice,it was mean,0,1,273
32LAQ1JNT9ZEDGDLBOPUF46LSC7UTR,34S6N1K2ZWTOC1XQSIL6YI322HXHLM,the dog was as friendly as a snake,it was nice,it was mean,1,1,273
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3OHYZ19UGDFH8ZS9Z4R69DKSKQGOA1,Talking to him was like trying to corner a snake,He was duplicitous,He was dangerous,0,1,275
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3OHYZ19UGDFH8ZS9Z4R69DKSKQGOA1,Talking to him was like trying to corner a rabid dog,He was duplicitous,He was dangerous,1,1,275
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3TXMY6UCAFY8MQ2NYVF14D5GZUYQCS,The stain was as dark as midnight,the stain was easy to point out,the stain was light,0,1,279
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3TXMY6UCAFY8MQ2NYVF14D5GZUYQCS,The stain was as dark as noon,the stain was easy to point out,the stain was light,1,1,279
3J6BHNX0U922F73PKEZG0IRV13NKNJ,326O153BMJ8TUFIWP0FCU2YK1S2DEL,The vase was as fragile as glass,The vase is fragile,The vase is resilient and not fragile,0,1,280
3J6BHNX0U922F73PKEZG0IRV13NKNJ,326O153BMJ8TUFIWP0FCU2YK1S2DEL,The vase was as fragile as stone,The vase is fragile,The vase is resilient and not fragile,1,1,280
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3LQ8PUHQFM2MM0PK7FOT62BALEKIHS,The NBA star was a ballet dancer.,The NBA star was graceful.,The NBA star was clumsy.,0,1,290
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3LQ8PUHQFM2MM0PK7FOT62BALEKIHS,The NBA star was a lumberjack.,The NBA star was graceful.,The NBA star was clumsy.,1,1,290
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3L4PIM1GQUQL1UIS72MQ6U74Y4HRY1,He knew her like a sister,He knew her very well,He didn't know her well.,0,1,293
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3L4PIM1GQUQL1UIS72MQ6U74Y4HRY1,He knew her like a stranger,He knew her very well,He didn't know her well.,1,1,293
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3W92K5RLWVRFSDPP5KM3WUYEOBMV5Q,It was as hot as a pile of snow.,It wasn't hot at all.,It was very hot.,0,1,295
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3W92K5RLWVRFSDPP5KM3WUYEOBMV5Q,It was as hot as a desert.,It wasn't hot at all.,It was very hot.,1,1,295
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3W92K5RLWVRFSDPP5KM3WUYEOBMV5Q,The book was as thick as a piece of tissue paper.,The book was very thin.,The book was very thick.,0,1,296
3J6BHNX0U922F73PKEZG0IRV13NKNJ,3W92K5RLWVRFSDPP5KM3WUYEOBMV5Q,The book was as thick as a brick.,The book was very thin.,The book was very thick.,1,1,296
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3HWRJOOET6CZW41EMQA1P1KK2UISEY,The girl's academic marks were as high as a skyscraper,The girl's academic marks were impressive.,The girl's academic marks were poor.,0,1,298
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3HWRJOOET6CZW41EMQA1P1KK2UISEY,The girl's academic marks were as high as a basement,The girl's academic marks were impressive.,The girl's academic marks were poor.,1,1,298
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3PEIJLRY6U319L9410AUAF8CODRXWT,Her interpretive dance has the depth of an unattended litter box,Her interpretive dance is shallow,Her interpretive dance is profound,0,1,304
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3PEIJLRY6U319L9410AUAF8CODRXWT,Her interpretive dance has the depth of a Steinbeck novel,Her interpretive dance is shallow,Her interpretive dance is profound,1,1,304
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3PEIJLRY6U319L9410AUAF8CODRXWT,The elderly cat has the energy of a throw pillow,The cat doesn't move,The cat is hyperactive,0,1,305
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3PEIJLRY6U319L9410AUAF8CODRXWT,The elderly cat has the energy of a class at recess,The cat doesn't move,The cat is hyperactive,1,1,305
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3E337GFOLAI00550KPJ3QAVQSB2GN4,She was as attractive as Aphrodite,she was pretty,she was ugly,0,1,308
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3E337GFOLAI00550KPJ3QAVQSB2GN4,She was as attractive as a mudfish,she was pretty,she was ugly,1,1,308
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3E337GFOLAI00550KPJ3QAVQSB2GN4,The work was about as average as getting a 70 on a test,the work was average,the work was amazing,0,1,309
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3E337GFOLAI00550KPJ3QAVQSB2GN4,The work was about as average as getting a perfect score on a test,the work was average,the work was amazing,1,1,309
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3X4JMASXCNJ1OS5I3XPREN8G467B0H,His words were a knife,they were violent and harsh,they were soft,0,1,310
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3X4JMASXCNJ1OS5I3XPREN8G467B0H,His words were a pillow,they were violent and harsh,they were soft,1,1,310
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3GNCZX450JXZTZ4AE44LYDPIUW8PAH,The sky was as blue as the sea,The sky was blue,The sky was muggy and dark,0,1,312
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3GNCZX450JXZTZ4AE44LYDPIUW8PAH,The sky was as blue as the mud,The sky was blue,The sky was muggy and dark,1,1,312
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3GNCZX450JXZTZ4AE44LYDPIUW8PAH,The man was thin as a toothpick,The man was thin,The man was very large.,0,1,313
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,3GNCZX450JXZTZ4AE44LYDPIUW8PAH,The man was thin as a rhinoceros,The man was thin,The man was very large.,1,1,313
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,345LHZDEDY2C1JDLMBO5LBYBW3BU3P,His sacrifice showed he had a heart like a lion,His sacrifice was very bold,His sacrifice was timid and weak,0,1,314
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,345LHZDEDY2C1JDLMBO5LBYBW3BU3P,His sacrifice showed he had a heart like a mouse,His sacrifice was very bold,His sacrifice was timid and weak,1,1,314
39I4RL8QGJRPR9SBWOHNOH53I5P4H5,345LHZDEDY2C1JDLMBO5LBYBW3BU3P,The outfit had Teddy looking about as nice as a three hundred dollar dinner,The outfit looked very fancy,The outfit looked very degrading,0,1,316
